"Time","load5"
2023-04-03 21:56:40,19.28
2023-04-03 21:57:00,18.05
2023-04-03 21:57:20,22.39
2023-04-03 21:57:40,21.3
2023-04-03 21:58:00,19.63
2023-04-03 21:58:20,18.7
2023-04-03 21:58:40,23.49
2023-04-03 21:59:00,22.81
2023-04-03 21:59:20,21.34
2023-04-03 21:59:40,20.17732
2023-04-03 22:00:00,21.95
2023-04-03 22:00:20,25.67
2023-04-03 22:00:40,24.43
2023-04-03 22:01:00,22.82254
2023-04-03 22:01:20,21.37
2023-04-03 22:01:40,19.95619
2023-04-03 22:02:00,18.69
2023-04-03 22:02:20,17.49
2023-04-03 22:02:40,16.1
2023-04-03 22:03:00,15.31
2023-04-03 22:03:20,14.478775
2023-04-03 22:03:40,13.41
2023-04-03 22:04:00,12.54
2023-04-03 22:04:20,11.72
2023-04-03 22:04:40,10.78
2023-04-03 22:05:00,10.25
2023-04-03 22:05:20,9.579115
2023-04-03 22:05:40,8.98
2023-04-03 22:06:00,8.36
2023-04-03 22:06:20,8.029
2023-04-03 22:06:40,7.628408
2023-04-03 22:07:00,7.16
2023-04-03 22:07:20,6.71
2023-04-03 22:07:40,6.32
2023-04-03 22:08:00,5.91
2023-04-03 22:08:20,5.53
2023-04-03 22:08:40,5.1
2023-04-03 22:09:00,4.85
2023-04-03 22:09:20,4.52
2023-04-03 22:09:40,4.326423
2023-04-03 22:10:00,4.07
2023-04-03 22:10:20,3.8
2023-04-03 22:10:40,3.59
2023-04-03 22:11:00,3.3
2023-04-03 22:11:20,3.14
2023-04-03 22:11:40,2.93
2023-04-03 22:12:00,2.74
2023-04-03 22:12:20,2.6
2023-04-03 22:12:40,2.4
2023-04-03 22:13:00,2.3
2023-04-03 22:13:20,2.18
2023-04-03 22:13:40,2.04
2023-04-03 22:14:00,1.92
2023-04-03 22:14:20,1.82
2023-04-03 22:14:40,1.67
2023-04-03 22:15:00,1.59
2023-04-03 22:15:20,1.46
2023-04-03 22:15:40,1.39
2023-04-03 22:16:00,1.27
2023-04-03 22:16:20,1.21
2023-04-03 22:16:40,1.13
2023-04-03 22:17:00,1.06

